tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime
435.00,492471759#7_0,180.68,7.97,205.00,0.00,40668087#0_0,5.10,0.00,tripinfo_205 fcd_205,230.00,205,0,1081.82,1.02,0.00,102.25,DEFAULT_VEHTYPE,,3,63.00
437.00,337277957#3_0,112.97,6.58,282.00,0.00,553352498#0_0,5.10,0.00,tripinfo_282 fcd_282,155.00,282,0,895.99,0.95,0.00,40.68,DEFAULT_VEHTYPE,,1,27.00
438.00,337277957#6_0,116.59,8.05,138.00,0.00,492471414_0,5.10,0.00,tripinfo_138 fcd_138,300.00,138,0,1113.47,1.00,0.00,166.25,DEFAULT_VEHTYPE,,4,118.00
438.00,42141326#13_0,106.40,11.48,426.00,0.00,42141326#13_0,5.10,0.00,tripinfo_426 fcd_426,12.00,426,0,101.30,1.05,0.00,3.27,DEFAULT_VEHTYPE,,0,0.00
441.00,337277977#1_0,133.65,8.36,155.00,4.00,542428845#0_0,5.10,0.00,tripinfo_151 fcd_151,286.00,151,0,996.05,1.00,0.00,171.59,DEFAULT_VEHTYPE,,6,100.00
441.00,337277970#1_1,79.16,7.53,305.00,1.00,42141326#10_0,5.10,0.00,tripinfo_304 fcd_304,136.00,304,0,518.77,0.98,0.00,78.21,DEFAULT_VEHTYPE,,3,42.00
446.00,542429228_0,102.32,5.86,103.00,3.00,42141326#5_0,5.10,0.00,tripinfo_100 fcd_100,343.00,100,0,1000.66,1.06,0.00,235.78,DEFAULT_VEHTYPE,,5,173.00
446.00,337277970#1_1,79.16,8.18,249.00,0.00,567060339#0_0,5.10,0.00,tripinfo_249 fcd_249,197.00,249,0,818.55,1.11,0.00,106.26,DEFAULT_VEHTYPE,,3,58.00
446.00,337277984#6_0,117.79,10.47,306.00,0.00,49217108#2_0,5.10,0.00,tripinfo_306 fcd_306,140.00,306,0,771.98,1.06,0.00,64.57,DEFAULT_VEHTYPE,,2,25.00
450.00,337277957#6_0,116.59,6.87,160.00,0.00,337277984#3_0,5.10,0.00,tripinfo_160 fcd_160,290.00,160,0,1140.17,0.88,0.00,133.33,DEFAULT_VEHTYPE,,5,94.00
453.00,337277984#7_1,111.15,10.42,211.00,0.00,40668087#1_0,5.10,0.00,tripinfo_211 fcd_211,242.00,211,0,1123.93,1.04,0.00,127.35,DEFAULT_VEHTYPE,,5,84.00
454.00,337277977#1_0,133.65,8.01,332.00,0.00,42143912#0_0,5.10,0.00,tripinfo_332 fcd_332,122.00,332,0,604.91,1.01,0.00,51.87,DEFAULT_VEHTYPE,,1,38.00
455.00,337277951#4_0,36.12,5.92,269.00,0.00,45429543#2_0,5.10,0.00,tripinfo_269 fcd_269,186.00,269,0,618.36,1.26,0.00,126.15,DEFAULT_VEHTYPE,,4,74.00
455.00,337277957#4_0,112.04,8.03,320.00,3.00,553352498#1_0,5.10,0.00,tripinfo_317 fcd_317,135.00,317,0,772.48,0.98,0.00,38.73,DEFAULT_VEHTYPE,,1,24.00
458.00,337277957#0_0,98.10,5.73,359.00,1.00,40668087#5_0,5.10,0.00,tripinfo_358 fcd_358,99.00,358,0,305.21,1.08,0.00,65.08,DEFAULT_VEHTYPE,,3,40.00
460.00,337277957#0_1,98.10,7.40,150.00,0.00,42141326#0_0,5.10,0.00,tripinfo_150 fcd_150,310.00,150,0,1274.07,0.96,0.00,176.81,DEFAULT_VEHTYPE,,5,121.00
461.00,40668087#6_0,8.81,8.25,261.00,0.00,42141326#8_0,5.10,0.00,tripinfo_261 fcd_261,200.00,261,0,538.18,1.13,0.00,144.19,DEFAULT_VEHTYPE,,4,100.00
463.00,42141326#11_1,100.80,11.58,329.00,41.00,40668087#4_0,5.10,0.00,tripinfo_288 fcd_288,134.00,288,0,426.41,1.10,0.00,89.03,DEFAULT_VEHTYPE,,2,57.00
463.00,492471759#4_0,55.40,7.01,298.00,0.00,45429543#0_0,5.10,0.00,tripinfo_298 fcd_298,165.00,298,0,829.37,0.98,0.00,71.37,DEFAULT_VEHTYPE,,2,40.00
464.00,42143912#3_0,44.90,9.67,314.00,0.00,45429543#0_0,5.10,0.00,tripinfo_314 fcd_314,150.00,314,0,597.39,1.21,0.00,94.77,DEFAULT_VEHTYPE,,2,74.00
464.00,337277984#7_0,111.15,12.95,362.00,0.00,337277973#1_0,5.10,0.00,tripinfo_362 fcd_362,102.00,362,0,764.33,1.20,0.00,42.07,DEFAULT_VEHTYPE,,1,31.00
465.00,542428844#1_0,40.22,7.67,317.00,4.00,553352498#1_0,5.10,0.00,tripinfo_313 fcd_313,148.00,313,0,809.23,1.07,0.00,56.90,DEFAULT_VEHTYPE,,2,31.00
466.00,337277957#2_0,107.70,8.84,170.00,0.00,337277984#2_0,5.10,0.00,tripinfo_170 fcd_170,296.00,170,0,753.03,1.09,0.00,214.40,DEFAULT_VEHTYPE,,6,172.00
466.00,42141326#13_0,106.40,10.64,353.00,9.00,553352498#3_0,5.10,0.00,tripinfo_344 fcd_344,113.00,344,0,441.56,0.98,0.00,61.46,DEFAULT_VEHTYPE,,2,47.00
467.00,492471759#4_0,55.40,8.22,253.00,1.00,567060339#1_0,5.10,0.00,tripinfo_252 fcd_252,214.00,252,0,754.30,0.99,0.00,124.12,DEFAULT_VEHTYPE,,4,89.00
468.00,492471412#1_0,70.33,6.28,111.00,0.00,553352498#0_0,5.10,0.00,tripinfo_111 fcd_111,357.00,111,0,1336.05,0.87,0.00,179.03,DEFAULT_VEHTYPE,,5,130.00
469.00,1053072563_0,100.63,7.10,166.00,0.00,337277984#1_0,5.10,0.00,tripinfo_166 fcd_166,303.00,166,0,791.61,1.00,0.00,211.32,DEFAULT_VEHTYPE,,6,164.00
469.00,542428844#2_0,56.00,7.41,220.00,0.00,45429543#1_0,5.10,0.00,tripinfo_220 fcd_220,249.00,220,0,774.56,1.00,0.00,161.09,DEFAULT_VEHTYPE,,4,118.00
469.00,337277984#8_0,158.41,10.38,244.00,1.00,49217102_0,5.10,0.00,tripinfo_243 fcd_243,225.00,243,0,1145.83,0.99,0.00,110.79,DEFAULT_VEHTYPE,,4,70.00
469.00,337277984#8_1,158.41,13.06,318.00,0.00,42141326#10_0,5.10,0.00,tripinfo_318 fcd_318,151.00,318,0,1161.83,1.18,0.00,59.00,DEFAULT_VEHTYPE,,2,29.00
471.00,337277984#6_0,117.79,12.09,388.00,0.00,567060342#1_0,5.10,0.00,tripinfo_388 fcd_388,83.00,388,0,738.10,1.19,0.00,22.67,DEFAULT_VEHTYPE,,1,11.00
473.00,337277957#6_0,116.59,8.09,411.00,0.00,337277957#3_0,5.10,0.00,tripinfo_411 fcd_411,62.00,411,0,453.43,0.98,0.00,5.52,DEFAULT_VEHTYPE,,0,0.00
476.00,42141326#14_0,110.62,9.85,219.00,0.00,337277957#0_0,5.10,0.00,tripinfo_219 fcd_219,257.00,219,0,870.89,0.91,0.00,146.99,DEFAULT_VEHTYPE,,4,115.00
476.00,492471759#4_0,55.40,9.31,315.00,0.00,40668087#3_0,5.10,0.00,tripinfo_315 fcd_315,161.00,315,0,386.73,1.15,0.00,119.91,DEFAULT_VEHTYPE,,3,90.00
476.00,492471758_0,104.53,6.42,320.00,0.00,45429543#2_0,5.10,0.00,tripinfo_320 fcd_320,156.00,320,0,429.36,1.16,0.00,104.98,DEFAULT_VEHTYPE,,3,66.00
477.00,42141326#11_0,100.80,11.10,283.00,0.00,42143912#2_0,5.10,0.00,tripinfo_283 fcd_283,194.00,283,0,489.17,1.02,0.00,141.63,DEFAULT_VEHTYPE,,4,114.00
479.00,337277957#2_0,107.70,7.46,310.00,0.00,49217108#2_0,5.10,0.00,tripinfo_310 fcd_310,169.00,310,0,648.23,0.90,0.00,81.47,DEFAULT_VEHTYPE,,3,39.00
483.00,337277957#3_1,112.97,8.76,178.00,0.00,337277984#0_0,5.10,0.00,tripinfo_178 fcd_178,305.00,178,0,980.83,1.08,0.00,201.35,DEFAULT_VEHTYPE,,5,140.00
483.00,337277957#2_0,107.70,7.73,427.00,8.00,337277957#0_0,5.10,0.00,tripinfo_419 fcd_419,56.00,419,0,215.57,1.03,0.00,30.43,DEFAULT_VEHTYPE,,1,17.00
485.00,42141326#14_0,110.62,12.05,312.00,0.00,49217110#1_0,5.10,0.00,tripinfo_312 fcd_312,173.00,312,0,660.08,1.11,0.00,107.15,DEFAULT_VEHTYPE,,2,83.00
485.00,492471759#6_0,105.55,6.83,388.00,15.00,42143912#5_0,5.10,0.00,tripinfo_373 fcd_373,97.00,373,0,382.15,0.91,0.00,48.78,DEFAULT_VEHTYPE,,1,34.00
489.00,542428845#0_0,99.31,7.24,420.00,11.00,40668087#5_0,5.10,0.00,tripinfo_409 fcd_409,69.00,409,0,206.25,0.99,0.00,43.57,DEFAULT_VEHTYPE,,1,29.00
495.00,337277957#3_1,112.97,8.44,371.00,3.00,567060339#3_0,5.10,0.00,tripinfo_368 fcd_368,124.00,368,0,656.32,1.14,0.00,53.79,DEFAULT_VEHTYPE,,2,31.00
496.00,492471759#7_0,180.68,6.90,243.00,1.00,49217108#0_0,5.10,0.00,tripinfo_242 fcd_242,253.00,242,0,828.27,0.97,0.00,149.86,DEFAULT_VEHTYPE,,3,107.00
498.00,337277984#2_0,62.31,8.89,296.00,0.00,49217108#0_0,5.10,0.00,tripinfo_296 fcd_296,202.00,296,0,482.71,1.10,0.00,150.56,DEFAULT_VEHTYPE,,4,102.00
499.00,49217121_0,99.72,6.16,163.00,0.00,42141326#5_0,5.10,0.00,tripinfo_163 fcd_163,336.00,163,0,1089.28,1.13,0.00,230.34,DEFAULT_VEHTYPE,,7,150.00
500.00,492471759#7_0,180.68,8.91,300.00,0.00,553352498#2_0,5.10,0.00,tripinfo_300 fcd_300,200.00,300,0,952.49,1.07,0.00,95.66,DEFAULT_VEHTYPE,,2,78.00
501.00,49217109#2_0,102.91,3.54,214.00,0.00,337277984#2_0,5.10,0.00,tripinfo_214 fcd_214,287.00,214,0,860.50,0.83,0.00,156.44,DEFAULT_VEHTYPE,,6,114.00
503.00,337277973#1_1,74.82,8.27,212.00,0.00,42141326#8_0,5.10,0.00,tripinfo_212 fcd_212,291.00,212,0,827.82,1.00,0.00,199.34,DEFAULT_VEHTYPE,,7,147.00
503.00,337277970#1_0,79.16,7.50,246.00,0.00,337277984#0_0,5.10,0.00,tripinfo_246 fcd_246,257.00,246,0,631.76,0.97,0.00,184.32,DEFAULT_VEHTYPE,,5,130.00
504.00,42141326#14_0,110.62,11.89,395.00,0.00,49217123_0,5.10,0.00,tripinfo_395 fcd_395,109.00,395,0,772.42,1.14,0.00,32.30,DEFAULT_VEHTYPE,,1,16.00
505.00,337277984#6_0,117.79,8.13,351.00,0.00,42141326#4_0,5.10,0.00,tripinfo_351 fcd_351,154.00,351,0,780.94,0.82,0.00,61.94,DEFAULT_VEHTYPE,,1,46.00
507.00,337277957#4_0,112.04,8.63,203.00,0.00,45429543#0_0,5.10,0.00,tripinfo_203 fcd_203,304.00,203,0,1316.06,1.11,0.00,166.06,DEFAULT_VEHTYPE,,4,106.00
507.00,337277984#0_0,50.00,9.95,466.00,0.00,337277973#1_0,5.10,0.00,tripinfo_466 fcd_466,41.00,466,0,136.92,0.99,0.00,25.96,DEFAULT_VEHTYPE,,1,20.00
508.00,42141326#13_0,106.40,9.57,275.00,0.00,492471414_0,5.10,0.00,tripinfo_275 fcd_275,233.00,275,0,764.45,0.97,0.00,148.30,DEFAULT_VEHTYPE,,4,113.00
509.00,45429543#5_0,21.13,8.91,155.00,0.00,49217110#0_0,5.10,0.00,tripinfo_155 fcd_155,354.00,155,0,970.24,1.12,0.00,255.68,DEFAULT_VEHTYPE,,6,183.00
509.00,337277973#1_0,74.82,6.68,357.00,0.00,553352498#0_0,5.10,0.00,tripinfo_357 fcd_357,152.00,357,0,770.64,0.95,0.00,54.39,DEFAULT_VEHTYPE,,1,40.00
510.00,492471759#7_0,180.68,7.79,285.00,0.00,49217110#1_0,5.10,0.00,tripinfo_285 fcd_285,225.00,285,0,941.37,1.04,0.00,118.29,DEFAULT_VEHTYPE,,3,92.00
510.00,42141326#13_1,106.40,11.46,332.00,23.00,49217108#3_0,5.10,0.00,tripinfo_309 fcd_309,178.00,309,0,667.41,1.05,0.00,110.02,DEFAULT_VEHTYPE,,3,67.00
510.00,337277970#1_1,79.16,7.99,395.00,41.00,492471759#5_0,5.10,0.00,tripinfo_354 fcd_354,115.00,354,0,453.14,0.98,0.00,61.41,DEFAULT_VEHTYPE,,2,44.00
510.00,337277957#4_0,112.04,8.12,384.00,0.00,49217123_0,5.10,0.00,tripinfo_384 fcd_384,126.00,384,0,778.85,1.10,0.00,40.73,DEFAULT_VEHTYPE,,2,22.00
511.00,337277973#1_0,74.82,8.60,420.00,4.00,553352498#2_0,5.10,0.00,tripinfo_416 fcd_416,91.00,416,0,420.03,1.13,0.00,45.99,DEFAULT_VEHTYPE,,2,31.00
512.00,40668087#4_0,102.90,7.88,311.00,0.00,337277984#0_0,5.10,0.00,tripinfo_311 fcd_311,201.00,311,0,423.70,1.09,0.00,159.78,DEFAULT_VEHTYPE,,4,101.00
512.00,492471759#7_0,180.68,9.55,360.00,0.00,553352498#2_0,5.10,0.00,tripinfo_360 fcd_360,152.00,360,0,952.49,1.19,0.00,58.03,DEFAULT_VEHTYPE,,2,24.00
514.00,337277977#0_0,104.44,6.50,222.00,0.00,49217108#0_0,5.10,0.00,tripinfo_222 fcd_222,292.00,222,0,853.30,0.84,0.00,175.21,DEFAULT_VEHTYPE,,5,127.00
514.00,337277957#5_0,116.07,9.33,289.00,0.00,42141326#11_0,5.10,0.00,tripinfo_289 fcd_289,225.00,289,0,984.71,1.19,0.00,127.65,DEFAULT_VEHTYPE,,4,75.00
514.00,337277981#3_1,16.65,8.30,406.00,3.00,337277970#1_0,5.10,0.00,tripinfo_403 fcd_403,108.00,403,0,375.01,1.09,0.00,64.92,DEFAULT_VEHTYPE,,2,44.00
516.00,542428844#1_0,40.22,8.16,427.00,0.00,49217123_0,5.10,0.00,tripinfo_427 fcd_427,89.00,427,0,364.73,1.05,0.00,46.54,DEFAULT_VEHTYPE,,1,37.00
519.00,337277957#6_0,116.59,8.72,248.00,0.00,40668087#4_0,5.10,0.00,tripinfo_248 fcd_248,271.00,248,0,1000.49,1.14,0.00,165.36,DEFAULT_VEHTYPE,,4,132.00
520.00,42141326#14_1,110.62,13.68,261.00,4.00,40668087#2_0,5.10,0.00,tripinfo_257 fcd_257,259.00,257,0,988.17,1.30,0.00,176.31,DEFAULT_VEHTYPE,,3,129.00
521.00,337277951#4_1,36.12,6.88,276.00,5.00,49217108#0_0,5.10,0.00,tripinfo_271 fcd_271,245.00,271,0,608.37,0.87,0.00,159.33,DEFAULT_VEHTYPE,,4,119.00
521.00,337277973#1_0,74.82,8.34,511.00,2.00,337277973#1_0,5.10,0.00,tripinfo_509 fcd_509,10.00,509,0,69.72,1.12,0.00,2.43,DEFAULT_VEHTYPE,,0,0.00
522.00,542429228_0,102.32,5.17,240.00,0.00,42141326#8_0,5.10,0.00,tripinfo_240 fcd_240,282.00,240,0,878.19,0.95,0.00,173.75,DEFAULT_VEHTYPE,,7,126.00
523.00,337277977#0_0,104.44,7.99,415.00,0.00,42143912#0_0,5.10,0.00,tripinfo_415 fcd_415,108.00,415,0,470.96,1.07,0.00,56.66,DEFAULT_VEHTYPE,,1,44.00
524.00,42141326#14_0,110.62,8.74,327.00,5.00,492471759#2_0,5.10,0.00,tripinfo_322 fcd_322,197.00,322,0,725.53,0.87,0.00,110.39,DEFAULT_VEHTYPE,,3,75.00
525.00,567060339#0_0,43.85,8.79,490.00,0.00,553352498#2_0,5.10,0.00,tripinfo_490 fcd_490,35.00,490,0,268.71,1.08,0.00,4.38,DEFAULT_VEHTYPE,,0,0.00
525.00,42141326#5_0,109.63,10.68,512.00,2.00,42141326#5_0,5.10,0.00,tripinfo_510 fcd_510,13.00,510,0,104.53,1.01,0.00,3.25,DEFAULT_VEHTYPE,,0,0.00
526.00,337277957#6_0,116.59,8.15,183.00,0.00,40668087#1_0,5.10,0.00,tripinfo_183 fcd_183,343.00,183,0,1351.89,1.08,0.00,192.47,DEFAULT_VEHTYPE,,5,145.00
526.00,337277984#6_0,117.79,11.63,343.00,7.00,49217108#3_0,5.10,0.00,tripinfo_336 fcd_336,183.00,336,0,681.36,1.16,0.00,123.47,DEFAULT_VEHTYPE,,3,89.00
527.00,337277957#6_1,116.59,8.08,336.00,44.00,40668087#4_0,5.10,0.00,tripinfo_292 fcd_292,191.00,292,0,1000.49,1.09,0.00,80.50,DEFAULT_VEHTYPE,,3,47.00
529.00,45429543#5_0,21.13,6.29,127.00,0.00,337277957#0_0,5.10,0.00,tripinfo_127 fcd_127,402.00,127,0,1066.59,0.82,0.00,252.67,DEFAULT_VEHTYPE,,9,192.00
530.00,337277984#5_0,114.84,11.56,390.00,13.00,42143912#3_0,5.10,0.00,tripinfo_377 fcd_377,140.00,377,0,552.09,1.08,0.00,90.13,DEFAULT_VEHTYPE,,2,71.00
530.00,492471759#6_0,105.55,7.68,418.00,0.00,45429543#0_0,5.10,0.00,tripinfo_418 fcd_418,112.00,418,0,545.87,0.92,0.00,43.42,DEFAULT_VEHTYPE,,1,32.00
534.00,337277984#6_1,117.79,9.88,356.00,0.00,492471759#1_0,5.10,0.00,tripinfo_356 fcd_356,178.00,356,0,659.64,0.96,0.00,109.08,DEFAULT_VEHTYPE,,3,75.00
535.00,337277957#6_0,116.59,8.07,204.00,0.00,42141326#4_0,5.10,0.00,tripinfo_204 fcd_204,331.00,204,0,1553.21,1.07,0.00,170.62,DEFAULT_VEHTYPE,,7,120.00
539.00,337277984#6_0,117.79,10.00,326.00,0.00,40668087#2_0,5.10,0.00,tripinfo_326 fcd_326,213.00,326,0,891.22,0.93,0.00,110.52,DEFAULT_VEHTYPE,,4,70.00
541.00,49217108#0_0,88.12,7.05,254.00,0.00,42141326#3_0,5.10,0.00,tripinfo_254 fcd_254,287.00,254,0,1299.52,0.88,0.00,125.97,DEFAULT_VEHTYPE,,5,71.00
543.00,567060342#1_0,65.54,8.68,489.00,1.00,553352498#1_0,5.10,0.00,tripinfo_488 fcd_488,54.00,488,0,440.31,1.09,0.00,4.82,DEFAULT_VEHTYPE,,0,0.00
544.00,45429543#4_0,75.60,7.77,324.00,0.00,45429543#0_0,5.10,0.00,tripinfo_324 fcd_324,220.00,324,0,629.90,0.94,0.00,138.89,DEFAULT_VEHTYPE,,4,104.00
544.00,40668087#6_0,8.81,7.10,333.00,0.00,40668087#1_0,5.10,0.00,tripinfo_333 fcd_333,211.00,333,0,560.58,0.93,0.00,138.92,DEFAULT_VEHTYPE,,3,114.00
544.00,45429543#2_0,100.54,5.36,392.00,0.00,45429543#0_0,5.10,0.00,tripinfo_392 fcd_392,152.00,392,0,436.43,1.00,0.00,99.13,DEFAULT_VEHTYPE,,2,81.00
544.00,42141326#14_0,110.62,7.97,434.00,0.00,42143912#0_0,5.10,0.00,tripinfo_434 fcd_434,110.00,434,0,586.44,0.76,0.00,30.19,DEFAULT_VEHTYPE,,1,16.00
545.00,492471759#6_0,105.55,7.18,515.00,0.00,42141326#10_0,5.10,0.00,tripinfo_515 fcd_515,30.00,515,0,209.98,0.91,0.00,4.59,DEFAULT_VEHTYPE,,0,0.00
551.00,542428845#0_0,99.31,4.82,255.00,0.00,337277957#0_0,5.10,0.00,tripinfo_255 fcd_255,296.00,255,0,841.89,0.71,0.00,151.59,DEFAULT_VEHTYPE,,6,109.00
552.00,337277957#5_0,116.07,5.73,286.00,26.00,42141326#11_0,5.10,0.00,tripinfo_260 fcd_260,266.00,260,0,984.71,0.75,0.00,111.05,DEFAULT_VEHTYPE,,3,73.00
555.00,337277957#0_1,98.10,8.74,457.00,0.00,49217110#0_0,5.10,0.00,tripinfo_457 fcd_457,98.00,457,0,432.81,1.11,0.00,50.49,DEFAULT_VEHTYPE,,1,39.00
556.00,40668087#5_0,84.58,8.04,280.00,0.00,42141326#5_0,5.10,0.00,tripinfo_280 fcd_280,276.00,280,0,644.84,0.99,0.00,203.68,DEFAULT_VEHTYPE,,5,156.00
556.00,1053072563_0,100.63,8.42,359.00,56.00,40668087#4_0,5.10,0.00,tripinfo_303 fcd_303,197.00,303,0,525.11,1.04,0.00,135.04,DEFAULT_VEHTYPE,,4,97.00
557.00,337277957#0_0,98.10,8.89,460.00,0.00,49217110#0_0,5.10,0.00,tripinfo_460 fcd_460,97.00,460,0,432.81,1.12,0.00,50.43,DEFAULT_VEHTYPE,,1,38.00
558.00,542428844#2_0,56.00,6.83,338.00,0.00,553352498#0_0,5.10,0.00,tripinfo_338 fcd_338,220.00,338,0,1110.47,0.96,0.00,80.49,DEFAULT_VEHTYPE,,2,58.00
560.00,337277957#2_0,107.70,6.27,389.00,2.00,40668087#5_0,5.10,0.00,tripinfo_387 fcd_387,171.00,387,0,427.78,0.90,0.00,113.66,DEFAULT_VEHTYPE,,3,98.00
561.00,49217102_0,98.88,6.62,190.00,0.00,42141326#5_0,5.10,0.00,tripinfo_190 fcd_190,371.00,190,0,1197.10,0.90,0.00,223.96,DEFAULT_VEHTYPE,,7,146.00
561.00,492471759#4_0,55.40,4.69,383.00,0.00,42143912#0_0,5.10,0.00,tripinfo_383 fcd_383,178.00,383,0,547.64,1.14,0.00,122.42,DEFAULT_VEHTYPE,,3,99.00
561.00,337277957#5_0,116.07,7.50,461.00,0.00,553352498#3_0,5.10,0.00,tripinfo_461 fcd_461,100.00,461,0,662.53,0.92,0.00,12.84,DEFAULT_VEHTYPE,,0,0.00
563.00,492471758_0,104.53,4.23,286.00,0.00,49217102_0,5.10,0.00,tripinfo_286 fcd_286,277.00,286,0,853.67,0.98,0.00,171.87,DEFAULT_VEHTYPE,,6,125.00
564.00,337277957#2_1,107.70,8.50,475.00,38.00,40668087#6_0,5.10,0.00,tripinfo_437 fcd_437,89.00,437,0,336.20,1.04,0.00,50.05,DEFAULT_VEHTYPE,,2,34.00
567.00,492471758_0,104.53,5.28,297.00,0.00,42141326#0_0,5.10,0.00,tripinfo_297 fcd_297,270.00,297,0,1069.39,0.98,0.00,150.89,DEFAULT_VEHTYPE,,4,111.00
567.00,337277984#8_0,158.41,9.02,341.00,0.00,553352498#2_0,5.10,0.00,tripinfo_341 fcd_341,226.00,341,0,1273.35,0.86,0.00,77.59,DEFAULT_VEHTYPE,,2,57.00
567.00,49217109#2_0,102.91,4.60,365.00,2.00,337277973#1_0,5.10,0.00,tripinfo_363 fcd_363,202.00,363,0,613.40,0.90,0.00,111.37,DEFAULT_VEHTYPE,,3,75.00
568.00,42141326#11_1,100.80,9.55,329.00,2.00,40668087#2_0,5.10,0.00,tripinfo_327 fcd_327,239.00,327,0,656.54,0.95,0.00,158.06,DEFAULT_VEHTYPE,,4,122.00
570.00,45429543#5_0,21.13,7.55,484.00,0.00,40668087#3_0,5.10,0.00,tripinfo_484 fcd_484,86.00,484,0,211.33,0.98,0.00,59.72,DEFAULT_VEHTYPE,,1,50.00
571.00,492471759#4_0,55.40,7.37,476.00,0.00,553352498#3_0,5.10,0.00,tripinfo_476 fcd_476,95.00,476,0,493.46,0.98,0.00,37.14,DEFAULT_VEHTYPE,,2,21.00
572.00,42141326#11_1,100.80,11.94,348.00,0.00,492471414_0,5.10,0.00,tripinfo_348 fcd_348,224.00,348,0,543.72,1.13,0.00,168.25,DEFAULT_VEHTYPE,,4,124.00
573.00,492471759#3_0,93.67,8.63,231.00,0.00,45429543#0_0,5.10,0.00,tripinfo_231 fcd_231,342.00,231,0,757.66,1.14,0.00,260.93,DEFAULT_VEHTYPE,,7,194.00
574.00,337277977#1_0,133.65,9.38,486.00,0.00,553352498#1_0,5.10,0.00,tripinfo_486 fcd_486,88.00,486,0,805.46,1.24,0.00,10.00,DEFAULT_VEHTYPE,,0,0.00
575.00,492471759#3_0,93.67,8.00,272.00,0.00,337277951#1_0,5.10,0.00,tripinfo_272 fcd_272,303.00,272,0,725.01,1.05,0.00,224.94,DEFAULT_VEHTYPE,,7,161.00
575.00,337277957#3_0,112.97,7.14,401.00,1.00,40668087#5_0,5.10,0.00,tripinfo_400 fcd_400,174.00,400,0,541.04,0.98,0.00,107.28,DEFAULT_VEHTYPE,,3,89.00
579.00,542428844#2_0,56.00,9.06,277.00,0.00,492471759#3_0,5.10,0.00,tripinfo_277 fcd_277,302.00,277,0,752.22,1.21,0.00,228.24,DEFAULT_VEHTYPE,,6,145.00
579.00,42141326#11_0,100.80,9.64,330.00,0.00,553352498#0_0,5.10,0.00,tripinfo_330 fcd_330,249.00,330,0,1111.98,0.96,0.00,115.35,DEFAULT_VEHTYPE,,2,91.00
579.00,337277984#8_0,158.41,9.48,349.00,0.00,42143912#2_0,5.10,0.00,tripinfo_349 fcd_349,230.00,349,0,1001.15,0.90,0.00,123.34,DEFAULT_VEHTYPE,,3,103.00
579.00,492471759#3_0,93.67,8.11,404.00,0.00,337277973#1_0,5.10,0.00,tripinfo_404 fcd_404,175.00,404,0,618.19,1.10,0.00,112.70,DEFAULT_VEHTYPE,,4,63.00
580.00,337277984#7_0,111.15,8.26,539.00,4.00,337277984#5_0,5.10,0.00,tripinfo_535 fcd_535,41.00,535,0,339.07,0.86,0.00,4.77,DEFAULT_VEHTYPE,,0,0.00
581.00,542428844#1_0,40.22,7.80,371.00,46.00,45429543#3_0,5.10,0.00,tripinfo_325 fcd_325,210.00,325,0,473.62,1.01,0.00,153.09,DEFAULT_VEHTYPE,,4,109.00
582.00,337277984#8_0,158.41,10.62,404.00,18.00,42143912#5_0,5.10,0.00,tripinfo_386 fcd_386,178.00,386,0,883.96,0.99,0.00,96.06,DEFAULT_VEHTYPE,,3,71.00
584.00,492471759#6_0,105.55,9.17,319.00,0.00,49217123_0,5.10,0.00,tripinfo_319 fcd_319,265.00,319,0,872.76,1.13,0.00,174.09,DEFAULT_VEHTYPE,,4,127.00
585.00,337277984#8_0,158.41,10.16,302.00,0.00,49217110#1_0,5.10,0.00,tripinfo_302 fcd_302,283.00,302,0,1262.23,0.98,0.00,153.73,DEFAULT_VEHTYPE,,3,115.00
585.00,49217109#2_0,102.91,4.41,469.00,0.00,49217102_0,5.10,0.00,tripinfo_469 fcd_469,116.00,469,0,431.99,0.87,0.00,47.45,DEFAULT_VEHTYPE,,1,34.00
585.00,553352498#1_0,114.52,6.68,536.00,0.00,553352498#0_0,5.10,0.00,tripinfo_536 fcd_536,49.00,536,0,345.26,0.95,0.00,4.86,DEFAULT_VEHTYPE,,0,0.00
585.00,42141326#5_0,109.63,10.69,552.00,0.00,42141326#1_0,5.10,0.00,tripinfo_552 fcd_552,33.00,552,0,329.09,1.02,0.00,3.86,DEFAULT_VEHTYPE,,0,0.00
586.00,337277984#7_0,111.15,9.07,425.00,0.00,49217110#0_0,5.10,0.00,tripinfo_425 fcd_425,161.00,425,0,1217.98,0.88,0.00,17.19,DEFAULT_VEHTYPE,,0,0.00
586.00,337277984#8_1,158.41,11.05,462.00,0.00,337277951#4_0,5.10,0.00,tripinfo_462 fcd_462,124.00,462,0,982.66,1.01,0.00,31.11,DEFAULT_VEHTYPE,,1,12.00
588.00,42141326#12_0,91.65,5.86,369.00,0.00,42141326#1_0,5.10,0.00,tripinfo_369 fcd_369,219.00,369,0,771.85,1.02,0.00,150.28,DEFAULT_VEHTYPE,,4,126.00
